text,label
"I had a horrible experience with this charger, very unsatisfied overall.",0
"This software is useless, worst purchase I've made.",0
"This app arrived quickly and works flawlessly, and I'm very satisfied.",2
"I regret ever buying this chair, total failure, do not buy.",0
"This online store was late and broken, nothing works properly.",0
"I regret ever buying this charger, nothing works properly.",0
"The keyboard is fantastic, I'm extremely pleased with it.",2
"This chair stopped working after one day, nothing works properly.",0
"The package is fine, average performance overall.",1
"This mattress was terrible, I regret this purchase.",0
"I can't stop recommending the service, it's outstanding overall.",2
"This book exceeded my expectations, it's outstanding overall.",2
"The shoes performs better than I imagined, I would definitely recommend it.",2
"The package was a complete letdown, I regret this purchase.",0
"The printer was late and broken, not worth the price at all.",0
"The keyboard is low quality, total failure, do not buy.",0
"The car didn't work at all, worst purchase I've made.",0
"This subscription was a complete letdown, I regret this purchase.",0
"The quality of the headphones is poor, support ignored me completely.",0
"This course platform is okay, no complaints or praise really.",1
"I'm impressed by the speaker, I'm extremely pleased with it.",2
"I love this backpack, it's outstanding overall.",2
"This subscription was terrible, very upsetting experience.",0
"This software is a decent choice, average performance overall.",1
"I can't stop recommending the gym membership, and I'm very satisfied.",2
"I have mixed feelings about this subscription, it's just average.",1
"This laptop arrived quickly and works flawlessly, absolutely fantastic experience.",2
"The restaurant is amazing, best purchase I've made this year.",2
"The bicycle arrived damaged, and a complete waste of money.",0
"This course is okay, nothing special about it.",1
"This tablet works fine for basic needs, no complaints or praise really.",1
"This backpack arrived damaged, completely unusable.",0
"I received the service on time, nothing more nothing less.",1
"The hotel didn't work at all, not worth the price at all.",0
"This game performs adequately, no complaints or praise really.",1
"This game failed to meet even basic expectations, completely unusable.",0
"This chair is awful, not worth the price at all.",0
"The quality of the restaurant is poor, not worth the price at all.",0
"I'm very disappointed with the shoes, I regret this purchase.",0
"The router is amazing, exactly what I needed.",2
"This tablet exceeded my expectations, and I'm very satisfied.",2
"The restaurant stopped working after one day, and a complete waste of money.",0
"This movie arrived as ordered, it's just average.",1
"This charger is similar to other options, no complaints or praise really.",1
"I can't stop recommending the watch, best purchase I've made this year.",2
"This software is similar to other options, it's fine for everyday use.",1
"The car matched the description, no complaints or praise really.",1
"This online store arrived damaged, very upsetting experience.",0
"This umbrella failed to meet even basic expectations, very upsetting experience.",0
"The keyboard stopped working after one day, not worth the price at all.",0
"This course platform is awful, nothing works properly.",0
"The package arrived damaged, not worth the price at all.",0
"The price of the delivery is reasonable, no complaints or praise really.",1
"The vacuum cleaner is exactly what I hoped for, exactly what I needed.",2
"This tablet is exactly what I hoped for, totally worth every penny.",2
"The price of the phone is reasonable, it's just average.",1
"The price of this jacket is reasonable, nothing special about it.",1
"I had a horrible experience with this software, not worth the price at all.",0
"The camera does the job, average performance overall.",1
"I can't stop recommending this online store, absolutely fantastic experience.",2
"This product failed to meet even basic expectations, very unsatisfied overall.",0
"The gym membership arrived damaged, worst purchase I've made.",0
